Order_Processed,Date_Collected,Site,Stand_Age,Growth_Stage,Stand,Plot,Treatment,Ntrt,Ptrt,Catrt,Species,Tree_Number,TagID,Subplot,Shots,Canopy_Locations,Field_Notes,Number_of_Leaves,Total_Fresh_Mass,Total_Leaf_Area,Leaf_Area_for_SLA,Oven_Dry_Mass_with_Bag,Oven_Dry_Bag_Weight,Total_Oven_Dry_Mass,Dry_Mass_Per_Leaf,LA_per_Leaf,SLA_cm2_g,SLA_m2_kg,LDMC_g_g,LDMC,Lab_Notes,Caution,Date Processed,d15N,d13C,N,propC,CN,Ca,Fe,K,Mg,Mn,P 214,P 178,S,Sr,Zn,Stomatal_Density,Extra_Notes,Former_TagID,Species_ID
515,8/2/2022,BEF,Old,Second,C8,4,NP,1,1,0,YB,2,562,C1,5,2,,4,3.12,187.824,185.693,NA,NA,1.46,0.37,46.96,127.19,12.72,0.47,467.95,,,NA,missing,-29.61042097,21.10623671,0.49253976,23.33621891,6.359257578,0.044109871,9.817948371,1.413722045,1.833314169,1.512583656,1.615537754,1.085562704,0.011949917,0.129033043,253,Partial Run,916,BEAL2
516,8/2/2022,BEF,Old,Second,C8,4,NP,1,1,0,YB,3,180,C2,6,2,,9,4.55,329.456,327.096,NA,NA,1.87,0.21,36.61,174.92,17.49,0.41,410.99,,,NA,missing,-29.54802316,25.9859701,0.485301257,18.6755105,5.646933109,0.058473466,9.234083795,1.377019311,1.741282175,1.922819984,2.035708503,1.342091781,0.01148132,0.195667539,157,Partial Run,934,BEAL2
517,8/2/2022,BEF,Old,Second,C8,5,Ca,0,0,1,BE,1,549,B2,2,2,,11,3.57,334.752,334.576,NA,NA,1.74,0.16,30.43,192.29,19.23,0.49,487.39,,,NA,missing,-28.83783219,15.89771402,0.491151846,30.894495,6.829215202,0.034149585,7.160194982,0.769389987,0.530532945,1.070036499,1.134436548,1.267618949,0.012057309,0.030968037,NA,Partial Run,,FAGR
518,8/2/2022,BEF,Old,Second,C8,5,Ca,0,0,1,BE,2,556,A3,2,2,,13,4.35,487.43,487.43,NA,NA,2.15,0.17,37.49,226.71,22.67,0.49,494.25,,,NA,missing,-29.66907443,22.77696542,0.481558414,21.14234294,11.52524505,0.041537163,8.389646071,1.035594457,0.846541041,1.048409318,1.06301133,1.38863309,0.018345481,0.041666474,NA,Partial Run,,FAGR
519,8/2/2022,BEF,Old,Second,C8,5,Ca,0,0,1,BE,3,559,B3,2,2,,13,6.89,516.65,516.032,NA,NA,3.66,0.28,39.74,140.99,14.1,0.53,531.2,,,NA,missing,missing,12.21912265,0.483839092,39.60347655,8.98772019,0.02539741,4.042439359,1.071239944,0.569136206,0.830946464,0.893640334,0.918075957,0.015235235,0.023451664,NA,,,FAGR
520,8/2/2022,BEF,Old,Second,C8,5,Ca,0,0,1,SM,1,544,C2,3,2,,10,4.17,268.616,268.574,NA,NA,1.95,0.2,26.86,137.73,13.77,0.47,467.63,,,NA,missing,-28.61859382,15.14000475,0.488543965,32.26841555,10.29006217,0.037922186,5.210712709,0.826039266,1.928858774,1.039587885,1.120686312,1.35711261,0.018999047,0.024219509,470,Partial Run,,ACSA3
521,8/2/2022,BEF,Old,Second,C8,5,Ca,0,0,1,SM,2,557,A3,2,2,,15,4.69,295.011,294.616,NA,NA,2.36,0.16,19.67,124.84,12.48,0.5,503.2,,,NA,missing,-28.66725374,14.81985317,0.47506929,32.05627513,8.359269838,0.033819194,6.998749384,0.476961985,1.247978621,1.020238398,1.044703778,1.234182444,0.017696549,0.018923454,493,Partial Run,,ACSA3
522,8/2/2022,BEF,Old,Second,C8,5,Ca,0,0,1,SM,3,529,A1,2,2,Tall and skinny,6,2.96,161.278,161.035,NA,NA,1.39,0.23,26.88,115.85,11.59,0.47,469.59,,,NA,-3.914668245,-28.20553391,18.27740117,0.483872359,26.47380525,8.896284254,0.039900031,7.643915454,0.939072827,1.200542094,1.137496446,1.142659795,1.269765198,0.020330887,0.023000339,316,,,ACSA3
523,8/2/2022,BEF,Old,Second,C8,5,Ca,0,0,1,YB,1,547,C2,2,2,,7,5.34,342.176,340.566,NA,NA,2.4,0.34,48.88,141.9,14.19,0.45,449.44,,,NA,missing,-28.63819544,23.24959297,0.487182932,20.95447144,14.83244176,0.058567634,7.836236775,1.24145272,1.785596438,1.236121965,1.225654969,1.345220106,0.029416483,0.140515781,227,Partial Run,,BEAL2
524,8/2/2022,BEF,Old,Second,C8,5,Ca,0,0,1,YB,2,1012,B3,2,2,,7,2.5,204.767,204.554,NA,NA,1,0.14,29.25,204.55,20.46,0.4,400,,,NA,-1.059350557,-29.49573721,23.87328406,0.486689677,20.38637313,10.88988906,0.056170957,11.77088771,1.539445562,0.804070075,1.200365053,1.16711406,1.162926776,0.018769778,0.156001458,207,,,BEAL2
525,8/2/2022,BEF,Old,Second,C8,5,Ca,0,0,1,YB,3,531,A1,3,2,,12,4.75,358.687,358.414,NA,NA,1.99,0.17,29.89,180.11,18.01,0.42,418.95,,,NA,missing,-30.91634375,18.91496946,0.485438046,25.66422575,8.989171764,0.053566479,10.97466385,1.384266796,1.082365602,1.132768365,1.203864878,1.093699753,0.017125182,0.260308703,210,Partial Run,,BEAL2
275,7/22/2022,BEF,Old,Second,C9,1,Control,0,0,0,BE,1,84,C3,3,2,,11,3.51,334.338,334.005,NA,NA,1.72,0.16,30.39,194.19,19.42,0.49,490.03,"brown spots, big leaves",,7/24/2022,-0.404452159,-28.70302838,19.03200653,0.478255796,25.12902648,5.597259094,0.035402,7.013005461,1.709329078,0.659416218,1.139397699,1.142900288,1.149361816,0.013894222,0.033191253,NA,,,FAGR
276,7/22/2022,BEF,Old,Second,C9,1,Control,0,0,0,BE,2,80,C2,3,2,,5,3.28,384.631,384.455,NA,NA,1.48,0.3,76.93,259.77,25.98,0.45,451.22,"big leaves, brown spots, yellow spots, some insect damage",,7/24/2022,0.212347527,-30.36657514,23.15199546,0.482414794,20.83685593,5.001762319,0.045094007,9.044818663,0.90451543,0.941545534,0.967670992,0.980944245,1.380893021,0.009487844,0.034703811,NA,,,FAGR
277,7/22/2022,BEF,Old,Second,C9,1,Control,0,0,0,BE,3,67,B3,3,2,,13,4.18,339.968,338.865,NA,NA,2.12,0.16,26.15,159.84,15.98,0.51,507.18,"chlorosis, brown spots; one leaf fell on floor when weighing",,7/24/2022,-0.165776149,-28.17270743,20.51992472,0.497766936,24.25773697,4.686639797,0.041621344,5.943073364,1.012247242,0.750953345,0.974329697,1.005547259,1.072969566,0.006799235,0.023729587,NA,,,FAGR
278,7/22/2022,BEF,Old,Second,C9,1,Control,0,0,0,SM,1,66,B3,3,2,,7,3.63,209.147,208.906,NA,NA,1.62,0.23,29.88,128.95,12.9,0.45,446.28,"curled tops, brown spots, chlorotic, lots of shotgun holes; one leaf fell on counter when weighing",,7/24/2022,-2.967652272,-29.24655633,17.15170591,0.484641501,28.25616903,4.013327616,0.041090232,7.286418256,0.461553365,1.639778729,1.074039437,1.0023861,1.142838332,0.009419487,0.028888087,577,,,ACSA3
279,7/22/2022,BEF,Old,Second,C9,1,Control,0,0,0,SM,2,79,C1,2,2,,11,3.94,240.261,239.966,NA,NA,1.99,0.18,21.84,120.59,12.06,0.51,505.08,"brown spots, chlorotic",,7/24/2022,-2.064802755,-28.79314991,14.93587847,0.490949543,32.87048323,3.004559886,0.036657719,6.64855853,0.572659815,0.592488359,0.809882287,0.801036042,1.022693469,0.008869616,0.016329573,534,,,ACSA3
280,7/22/2022,BEF,Old,Second,C9,1,Control,0,0,0,SM,3,56,A3,3,2,,6,2.84,200.951,200.472,NA,NA,1.32,0.22,33.49,151.87,15.19,0.46,464.79,"brown spots, white spots, insect damage, chlorotic, curled tops",,7/24/2022,-2.958287098,-29.90158537,18.41145395,0.487074349,26.46431366,3.87562248,0.050311614,8.251885729,0.561474348,0.976851336,1.101115394,1.04760216,1.521516139,0.011414399,0.024488289,431,,,ACSA3
281,7/22/2022,BEF,Old,Second,C9,1,Control,0,0,0,YB,1,72,B1,5,2,,7,3.8,255.872,254.983,NA,NA,1.92,0.27,36.55,132.8,13.28,0.51,505.26,"brown spots, chlorotic",,7/24/2022,-0.149591941,-29.34641493,19.62827987,0.489876786,24.95770332,6.520056088,0.039294464,5.707334791,1.240417057,1.179922069,0.963258058,0.990873741,1.000397593,0.019010579,0.254091355,197,,,BEAL2
282,7/22/2022,BEF,Old,Second,C9,1,Control,0,0,0,YB,2,53,A2,3,2,,7,4.54,277.197,276.054,NA,NA,1.89,0.27,39.6,146.06,14.61,0.42,416.3,"insect damage, brown spots",,7/24/2022,-0.793428862,-29.23809676,22.20804008,0.48998726,22.06350758,6.871207437,0.052510238,8.490788485,1.332055383,1.47489005,1.055247387,1.073155014,1.102888104,0.018535139,0.244340397,226,,,BEAL2
283,7/22/2022,BEF,Old,Second,C9,1,Control,0,0,0,YB,3,50,A1,5,2,,6,4.25,273.175,272.278,NA,NA,1.81,0.3,45.53,150.43,15.04,0.43,425.88,lots of brown spots,,7/24/2022,0.151906082,-29.90651803,24.34413224,0.488086753,20.04946195,5.821476222,0.049518534,7.183909694,1.265441506,1.249859179,1.194014714,1.172471993,1.182089297,0.016109109,0.31382421,232,,,BEAL2
284,7/22/2022,BEF,Old,Second,C9,2,P,0,1,0,BE,1,109,B2,3,2,,6,1.23,145.027,144.723,NA,NA,0.6,0.1,24.17,241.21,24.12,0.49,487.8,skeletonizer damage and brown spots,,7/25/2022,-0.051555714,-28.65031589,23.69392806,0.486259613,20.52254112,9.160335344,0.069321045,4.487175783,1.370635441,1.847938897,1.525075557,1.576950541,1.374045547,0.018436023,0.051918092,NA,,,FAGR
285,7/22/2022,BEF,Old,Second,C9,2,P,0,1,0,BE,2,111,B2,3,2,,17,4.48,462.059,461.796,NA,NA,2.1,0.12,27.18,219.9,21.99,0.47,468.75,"little white and brown spots, minor insect damage",,7/25/2022,missing,missing,21.37139648,0.476956749,22.31752846,6.9775053,0.054490405,9.465756522,0.543434417,1.655504612,2.138594376,2.134340248,1.466140588,0.01007831,0.032998266,NA,,,FAGR
286,7/22/2022,BEF,Old,Second,C9,2,P,0,1,0,BE,3,86,A1,3,2,,6,3.34,330.588,330.588,NA,NA,1.5,0.25,55.1,220.39,22.04,0.45,449.1,white and brown spots,,7/25/2022,-1.594913648,-30.30409688,21.24018121,0.475293931,22.37711282,5.44809063,0.036709859,11.28637369,1.129426975,1.177997834,1.286126538,1.289245815,1.081798349,0.009556496,0.031701808,NA,N sample is different from d13C sample,,FAGR
287,7/22/2022,BEF,Old,Second,C9,2,P,0,1,0,SM,1,110,B2,0,3,,7,2.16,165.765,165.237,NA,NA,1,0.14,23.68,165.24,16.52,0.46,462.96,"really damaged (the worst sample! said Jenna), curled, chlorotic, insect damage, area might be not reliable",Y,7/25/2022,missing,missing,24.06299102,0.489028973,20.3228673,4.724510917,0.046634995,8.287704887,0.683732768,1.705747167,1.857586564,1.834508069,1.147706732,0.012202514,0.029655705,411,,,ACSA3
288,7/22/2022,BEF,Old,Second,C9,2,P,0,1,0,SM,2,117,B1,3,2,,9,3.26,246.689,245.944,NA,NA,1.39,0.15,27.41,176.94,17.69,0.43,426.38,"curled, insect damage, chlorotic, not trusting the area",,7/25/2022,-3.062023016,-29.36516662,18.37632015,0.485301411,26.40906376,5.791093342,0.030445838,9.683926266,0.863071537,1.608313128,2.448905161,2.360675721,1.157755829,0.0156086,0.031923885,466,,,ACSA3
289,7/22/2022,BEF,Old,Second,C9,2,P,0,1,0,SM,3,113,B2,3,2,,8,2.86,206.528,206.389,NA,NA,1.33,0.17,25.82,155.18,15.52,0.47,465.03,"insect damage, curled, chlorotic, area might not be accurate",,7/25/2022,-2.877794465,-28.99155495,18.8584644,0.480691963,25.48945413,6.585753131,0.040214949,8.058703137,0.857972811,1.584700514,2.089897204,2.067126422,1.340233755,0.01903458,0.032403735,463,N sample is different from d13C sample,,ACSA3
290,7/22/2022,BEF,Old,Second,C9,2,P,0,1,0,YB,1,89,A1,3,2,,7,2.87,204.161,203.874,NA,NA,1.18,0.17,29.17,172.77,17.28,0.41,411.15,"damaged, tiny brown holes",,7/25/2022,-1.880345942,-28.95499782,22.8819628,0.481099254,21.02526163,11.12409455,0.051284346,10.76298122,2.380871881,2.406672334,2.236085344,2.16708401,1.322281428,0.024604061,0.360171063,153,,,BEAL2
291,7/22/2022,BEF,Old,Second,C9,2,P,0,1,0,YB,2,90,A1,3,2,,7,3.44,209.137,208.493,NA,NA,1.43,0.2,29.88,145.8,14.58,0.42,415.7,"insect damage, white spots,",,7/25/2022,-1.335850419,-29.46332999,21.65030219,0.484920549,22.39786517,7.467197117,0.041158618,10.22861567,1.215046944,1.698396972,1.720771549,1.655560801,1.082919171,0.019286081,0.263217113,205,,,BEAL2
292,7/22/2022,BEF,Old,Second,C9,2,P,0,1,0,YB,3,Buffer,Buffer,3,2,,7,3.14,251.052,250.491,NA,NA,1.09,0.16,35.86,229.81,22.98,0.35,347.13,"bad sample, lots of tiny holes",,7/25/2022,-0.352674147,-30.48664187,24.2155113,0.476981,19.6973334,10.16246457,0.060243751,9.425222785,1.248262104,2.728991731,2.054876561,2.039715419,1.258681266,0.023935231,0.308591284,205,,,BEAL2
293,7/22/2022,BEF,Old,Second,C9,3,NP,1,1,0,BE,1,190,A2,4,2,,8,3.94,285.12,284.807,NA,NA,1.89,0.24,35.64,150.69,15.07,0.48,479.7,"skeletonizer damage, chlorosis, brown spots",,7/25/2022,0.167317457,-28.53164758,21.73507915,0.482173361,22.18410884,5.660151574,0.044173339,6.134823157,0.618348379,1.118640979,1.435988788,1.409368655,1.281569156,0.012040142,0.02804896,NA,N sample is different from d13C sample,,FAGR
294,7/22/2022,BEF,Old,Second,C9,3,NP,1,1,0,BE,2,161,B1,2,2,,23,5.99,347.211,347.096,NA,NA,3,0.13,15.1,115.7,11.57,0.5,500.83,"leaves in good shape, some little white spots, areas might not be accurate due to the curls",,7/25/2022,0.644862558,-28.06165348,23.71356441,0.493934117,20.82918066,5.501225845,0.050674033,3.83117779,0.609316019,1.264590586,1.474072964,1.435646016,1.557808386,0.009966613,0.028255953,NA,,,FAGR
295,7/22/2022,BEF,Old,Second,C9,3,NP,1,1,0,BE,3,197,A3,2,2,,11,4.45,346.482,346.196,NA,NA,2.27,0.21,31.5,152.51,15.25,0.51,510.11,"little brown spots, hairs on leaves",,7/25/2022,-0.008741889,-28.97697247,20.24629311,0.497309516,24.56299104,6.023693898,0.038339565,7.438177187,0.410011228,0.943077763,1.08016609,1.059716883,1.155121189,0.012579972,0.033242152,NA,,,FAGR
296,7/22/2022,BEF,Old,Second,C9,3,NP,1,1,0,SM,1,180,B2,3,2,,4,2.79,175.677,175.284,NA,NA,1.37,0.34,43.92,127.94,12.79,0.49,491.04,"caterpillar on leaf, insect damage, chlorosis",,7/25/2022,missing,missing,16.56601191,0.491819344,29.68845769,3.517562342,0.040309972,6.60675679,0.438285506,1.021731705,1.202893638,1.194147195,1.125143793,0.009605541,0.02546247,449,,,ACSA3
297,7/22/2022,BEF,Old,Second,C9,3,NP,1,1,0,SM,2,168,C1,2,2,,7,4.58,240.636,239.902,NA,NA,2.37,0.34,34.38,101.22,10.12,0.52,517.47,"skeletonizer damage, chlorosis, brown spots, one of them have half of petiole, caterpillar on petiole",,7/25/2022,-1.147198215,-28.06301602,17.16828675,0.491990263,28.65692252,2.505830543,0.036691118,6.637450237,0.476258837,0.841210881,1.064819935,1.045410804,0.981562838,0.005926833,0.01975033,456,,,ACSA3
298,7/22/2022,BEF,Old,Second,C9,3,NP,1,1,0,SM,3,184,A2,2,2,"new, large!",8,4.05,221.725,221.245,NA,NA,1.79,0.22,27.72,123.6,12.36,0.44,441.98,"caterpillar on leaf, lot of insect damage, chlorosis, brown spots",,7/25/2022,-1.519725721,-28.07951175,20.29555604,0.48798841,24.04410154,3.828849981,0.040740331,7.762339731,0.733588687,0.886174788,1.4004434,1.363032094,1.204060525,0.009898266,0.019475252,426,,,ACSA3
299,7/22/2022,BEF,Old,Second,C9,3,NP,1,1,0,YB,1,177,B2,3,2,,9,3.22,226.353,225.37,NA,NA,1.22,0.14,25.15,184.73,18.47,0.38,378.88,"insect damage, brown spots, fuzzy (young)",,7/25/2022,-0.199228569,-30.61347982,26.65974069,0.472616611,17.72772725,6.880751643,0.062747819,9.465007378,1.417180054,2.098086903,2.293261974,2.228761512,1.310221308,0.012179427,0.102858981,215,,,BEAL2
300,7/22/2022,BEF,Old,Second,C9,3,NP,1,1,0,YB,2,200,A3,2,2,,7,4.18,329.056,328.365,NA,NA,1.5,0.21,47.01,218.91,21.89,0.36,358.85,"brown spots, shotgun holes, insect damage, 2 leaves are fuzzy",,7/25/2022,-0.096954845,-31.5177866,28.44423207,0.490275417,17.23637382,6.272896728,0.09509368,12.57296064,1.594817691,1.620220989,1.972289857,1.910634261,1.430279794,0.013443375,0.175959043,NA,,,BEAL2
301,7/22/2022,BEF,Old,Second,C9,3,NP,1,1,0,YB,3,199,B3,2,2,,10,4.14,258.223,257.29,NA,NA,1.69,0.17,25.82,152.24,15.22,0.41,408.21,"few fuzzy leaves, lots of brown spots",,7/25/2022,0.456929494,-29.40661415,26.78371268,0.483936911,18.0683282,6.403024557,0.057827971,9.870622527,1.211556932,2.003355191,1.733886316,1.678439423,1.366302616,0.012734225,0.099822642,274,,,BEAL2
302,7/22/2022,BEF,Old,Second,C9,4,N,1,0,0,BE,1,331,C3,3,2,new,4,2.22,171.951,171.951,NA,NA,1.07,0.27,42.99,160.7,16.07,0.48,481.98,brown and white spots,,7/25/2022,0.67041022,-29.09710201,21.73528261,0.477742859,21.98006199,5.362687522,0.047200791,6.503362881,0.697713388,1.407448088,0.93510979,0.943728143,1.562916115,0.007655276,0.034853397,NA,,,FAGR
303,7/22/2022,BEF,Old,Second,C9,4,N,1,0,0,BE,2,322,B2,2,2,,10,4.42,329.669,329.274,NA,NA,2.38,0.24,32.97,138.35,13.84,0.54,538.46,brown spots,,7/25/2022,missing,missing,19.84944382,0.489827769,24.67715336,3.387114361,0.036343177,6.748883276,0.965455694,0.849356842,0.785105818,0.760283813,1.051348268,0.00709073,0.017711149,NA,,,FAGR
304,7/22/2022,BEF,Old,Second,C9,4,N,1,0,0,BE,3,302,A1,2,2,,7,2.8,235.235,234.886,NA,NA,1.34,0.19,33.61,175.29,17.53,0.48,478.57,"brown spots, chlorotic",,7/25/2022,0.60528021,-29.77169246,21.31084006,0.487142761,22.85891874,5.367581037,0.04407374,7.4650684,1.040806271,1.05382789,0.884602757,0.87897545,1.156519835,0.011110563,0.027809805,NA,,,FAGR
305,7/22/2022,BEF,Old,Second,C9,4,N,1,0,0,SM,1,341,B3,3,2,not sure about number of shots,6,2.59,204.068,202.816,NA,NA,1.19,0.2,34.01,170.43,17.04,0.46,459.46,"damage, curls, brown spots, insect damage",,7/25/2022,-1.486109244,-30.05127729,22.31293658,0.489648266,21.94459095,4.075223923,0.074445127,7.501920457,0.59957843,1.271116043,1.104632299,1.07881496,1.211252889,0.010151701,0.023309764,332,,,ACSA3
306,7/22/2022,BEF,Old,Second,C9,4,N,1,0,0,SM,2,320,B2,2,2,,9,4.07,243.723,242.989,NA,NA,1.85,0.21,27.08,131.35,13.13,0.45,454.55,"some are curved, chlorosis, brown spots",,7/25/2022,-1.92695352,-28.45237851,21.64498308,0.488314969,22.56019176,5.277647042,0.055527688,5.646799908,0.985090118,2.275930096,1.033885693,1.044203813,1.308676823,0.014687286,0.028360049,407,,,ACSA3
307,7/22/2022,BEF,Old,Second,C9,4,N,1,0,0,SM,3,306,A3,2,2,,6,2.17,166.967,166.842,NA,NA,1.38,0.23,27.83,120.9,12.09,0.64,635.94,"2 caterpillars, not trusting areas, curls, chlorotic, insect damage",Y,7/25/2022,-1.673590898,-29.25818066,19.87130359,0.486042457,24.45951544,4.697472214,0.045379102,8.602680814,0.905673975,1.258307018,1.007512628,1.050522144,1.242702557,0.012685521,0.024996027,483,,,ACSA3
308,7/22/2022,BEF,Old,Second,C9,4,N,1,0,0,YB,1,343,A3,2,2,,8,4.26,278.086,277.934,NA,NA,1.71,0.21,34.76,162.53,16.25,0.4,401.41,lots of little brown spots,,7/25/2022,0.247799658,-30.69927556,22.30715993,0.432074025,19.36929784,7.542538153,0.049393888,9.740171446,1.16938115,1.752238037,1.200649222,1.183251603,1.428979494,0.018111427,0.162021629,194,,,BEAL2
309,7/22/2022,BEF,Old,Second,C9,4,N,1,0,0,YB,2,339,B3,4,2,,5,3.17,198.731,198.447,NA,NA,1.33,0.27,39.75,149.21,14.92,0.42,419.56,"lots of brown spots, some insect damage",,7/25/2022,missing,missing,23.93557072,0.487381706,20.3622346,8.041986542,0.051720913,9.05620167,1.154981872,2.357952789,1.111163929,1.091718573,1.209243216,0.016089318,0.190610335,205,,,BEAL2
310,7/22/2022,BEF,Old,Second,C9,4,N,1,0,0,YB,3,316,A2,3,2,,5,2.03,149.383,148.492,NA,NA,0.82,0.16,29.88,181.09,18.11,0.4,403.94,"lots of damage, insect damage, small brown spots",,7/25/2022,-0.573279534,-29.15242782,28.39977893,0.497417746,17.51484571,5.608497243,0.065055922,7.071029976,1.404327205,2.124278184,1.062088408,1.0226289,1.250197765,0.011702423,0.129350354,170,,,BEAL2
151,8/3/2021,HB,Old,Second,HBCa,1,Ca,0,0,1,BE,1,1648,A3,4,3,,8,2.81,359.14,357.81,8.79,7.37,1.42,0.18,44.89,251.98,25.2,0.51,505.34,all leaves damaged; chose leaves with only shotgun and skeletonizer damage,Y,8/8/2021,-2.13,-29.83,16.6,0.47,28.46,7.783,0.0541,7.8194,1.595,0.4737,1.2763,1.3405,1.1993,0.0185,0.031,NA,,,FAGR
152,8/3/2021,HB,Old,Second,HBCa,1,Ca,0,0,1,BE,2,2602,Buffer,2,2,,13,3.18,261.13,261.04,9.07,7.38,1.69,0.13,20.09,154.46,15.45,0.53,531.45,avoided leaves with clear herbivory. A few have shotgun holes and tiny brown spots,,8/8/2021,-1.31,-27.19,22.2,0.48,21.65,8.0484,0.062,7.1072,0.7836,0.645,1.2017,1.199595533,1.5,0.0195,0.0303,NA,,,FAGR
149,8/3/2021,HB,Old,Second,HBCa,1,Ca,0,0,1,SM,1,1628,C3,2,2,RM in last notes (2015),15,6.35,411.14,410.78,8.69,7.39,1.3,0.09,27.41,315.98,31.6,0.2,204.72,"a few have tiny brown spots and shotgun holes; otherwise, no obvious disease or herbivory",,8/8/2021,-3.55,-27.03,15.5,0.48,31.09,5.268,0.0439,6.9536,0.8014,0.3937,1.1726,1.1684,1.4109,0.0178,0.0156,359,,,ACSA3
150,8/3/2021,HB,Old,Second,HBCa,1,Ca,0,0,1,SM,2,2607,Buffer,2,2,,10,3.46,242.73,241.9,9,7.42,1.58,0.16,24.27,153.1,15.31,0.46,456.65,all leaves damaged; chose leaves with least. Some small brown spots and minor herbivory; no galls or large brown spots,,8/8/2021,-3.43,-29.42,16.5,0.47,28.76,9.5243,0.0465,8.9353,0.9124,0.4391,1.1051,1.117983381,1.4714,0.0331,0.0224,379,,,ACSA3
154,8/3/2021,HB,Old,Second,HBCa,1,Ca,0,0,1,YB,1,1643,B2,2,2,,6,2.36,168.34,167.33,8.5,7.43,1.07,0.18,28.06,156.38,15.64,0.45,453.39,every single leaf damaged; chose leaves that were most complete. Herbivory and shotgun damage,,8/8/2021,-3.07,-29,19.9,0.48,23.94,15.3229,0.0703,7.4235,2.8084,1.1359,1.5189,1.531859688,1.2701,0.0471,0.3133,239,,,BEAL2
155,8/3/2021,HB,Old,Second,HBCa,1,Ca,0,0,1,YB,2,1632,C1,2,2,,6,3,178.93,178.44,8.8,7.34,1.46,0.24,29.82,122.22,12.22,0.49,486.67,"avoid leaves with clear signs of herbivory. Shotgun holes, tiny holes, one leaf has tiny skeletonizer damage",,8/8/2021,-0.75,-29.16,20.4,0.49,23.95,10.2086,0.0962,5.825,1.5769,0.5609,1.1557,1.168391175,1.3356,0.0342,0.1847,237,,,BEAL2
156,8/3/2021,HB,Old,Second,HBCa,1,Ca,0,0,1,YB,3,1634,B1,2,2,,9,2.61,186.05,185.98,8.54,7.31,1.23,0.14,20.67,151.2,15.12,0.47,471.26,"some tiny holes and brown spots, but excluded all clear, obvious signs of herbivory",,8/8/2021,-1.72,-30,21.9,0.48,21.99,11.2245,0.049,8.9036,1.9874,0.7772,1.4822,1.4555,1.2543,0.0323,0.2507,276,,,BEAL2
146,8/2/2021,HB,Old,Second,HBCa,2,Control,0,0,0,BE,1,1693,C1,2,2,,12,3.77,462.82,462.23,9.08,7.32,1.76,0.15,38.57,262.63,26.26,0.47,466.84,avoided obvious signs of herbivory; some leaves have substantial shotgun damage,,8/8/2021,-0.76,-29.54,26.3,0.48,18.44,7.3524,0.0655,8.3936,1.6256,0.6949,1.3812,1.589471633,1.6872,0.0255,0.0367,NA,,,FAGR
147,8/2/2021,HB,Old,Second,HBCa,2,Control,0,0,0,BE,2,1687,C1,4,2,,5,3.16,207.42,207.27,9.18,7.42,1.76,0.35,41.48,117.77,11.78,0.56,556.96,"avoided substantial herbivory; two leaves have a tiny amount of skeletonizer damage, some have a few shotgun holes",,8/8/2021,-1.06,-27.76,20.1,0.49,24.16,5.0329,0.069,6.4275,1.217,0.4641,1.1379,1.159298511,1.339,0.0177,0.0239,NA,,,FAGR
148,8/2/2021,HB,Old,Second,HBCa,2,Control,0,0,0,BE,3,1674,A3,6,2,"midcanopy, a bit shaded",12,4.37,480,479.73,9.51,7.42,2.09,0.17,40,229.54,22.95,0.48,478.26,"caterpillar in sample; four leaves had very minor skeletonizer damage; otherwise, no herbivory on chosen leaves. Some shotgun damage and tiny brown spots",,8/8/2021,-0.96,-30.48,24.9,0.48,19.25,6.4336,0.0684,9.5975,1.5658,0.4508,1.2595,1.26169986,1.7513,0.021,0.0207,NA,number of leaves was 10 on 4/1/2022 - changed to reflect scans and photo,,FAGR
140,8/2/2021,HB,Old,Second,HBCa,2,Control,0,0,0,SM,1,1691,B2,2,2,,9,3.19,233.18,231.54,8.83,7.31,1.52,0.17,25.91,152.33,15.23,0.48,476.49,"caterpillar in sample. some shotgun holes, brown spots, and chlorosis, but no obvious herbivory. Leaves tended to be small",,8/8/2021,-3.95,-29.38,17.4,0.48,27.89,4.1773,0.0492,10.0212,1.1045,0.5512,1.0807,1.087185968,1.5906,0.0192,0.0187,495,,,ACSA3
141,8/2/2021,HB,Old,Second,HBCa,2,Control,0,0,0,SM,2,1667,A2,3,2,,8,2.76,250.14,249.82,7.98,6.68,1.3,0.16,31.27,192.17,19.22,0.47,471.01,"leaves have shotgun holes, tiny brown spots, one might have skeletonizer damage",,8/8/2021,-3.4,-29.91,17.9,0.48,26.66,6.1813,0.0417,8.3474,1.4742,0.4914,1.0561,1.069016351,1.4311,0.0369,0.0228,397,,,ACSA3
142,8/2/2021,HB,Old,Second,HBCa,2,Control,0,0,0,SM,3,1699,C2,5,2,,10,4.52,484.17,483.99,8.74,6.69,2.05,0.21,48.42,236.09,23.61,0.45,453.54,"four leaves had very minor skeletonizer damage; otherwise, no herbivory on chosen leaves. Some shotgun damage and tiny brown spots",,8/8/2021,-3.95,-30.3,17.5,0.47,27.01,6.1417,0.039,7.8333,1.3982,0.6275,1.0519,1.0465,1.2625,0.0361,0.0322,411,,,ACSA3
143,8/2/2021,HB,Old,Second,HBCa,2,Control,0,0,0,YB,1,1670,B3,3,2,,11,3.77,234.84,233.76,9.11,7.43,1.68,0.15,21.35,139.14,13.91,0.45,445.62,all leaves damaged; chose most complete leaves with least damage (shotgun holes and skeletonizer damage only),,8/8/2021,-1.43,-29.67,21.9,0.49,22.42,7.7331,0.0812,8.0799,2.2839,0.6544,1.2979,1.328477849,1.2194,0.0383,0.1881,246,,,BEAL2
