Site,Stand,Plot,Treatment,Age,Subplot,Species,previous tags,TagID,DBH2008,DBH2009 ,DBH2010,DBH2011,DBH2015,DBH2019,DBH2023,,liveBA11,liveBA15,liveBA19,liveBA23,,BA2011,BA2015,BA2019,BA2023,,chgBA11_15,chgBA15_19,chgBA19_23,,RBAIyr11_15,RBAIyr15_19,RBAIyr19_23,,deadyr,dead2008-2010,dead2011,dead2015,dead2019,dead2023,notes2008-10,notes2011,notes2015,notes2019,notes2023,,ingrowthyear,ingrowth5x5
BEF,C5,2,NP,Mid,B2,WB,,280,,13.3,,13.7,15.3,16.45,17.7,,147.4,183.9,212.5,246.1,,147.4,183.9,212.5,246.1,,0.247216154,0.155976334,0.157749836,,0.056782059,0.036900863,0.037298338,,,,,,,,Tagged in 2009,,,,,,,
BEF,C5,2,NP,Mid,B2,WB,,281,,10.4,,10.9,11.9,12.6,13,,93.3,111.2,124.7,132.7,,93.3,111.2,124.7,132.7,,0.191903038,0.121107266,0.064499874,,0.04486512,0.028991511,0.015749,,,,,,,,Tagged in 2009,Identified as PC in 2009.  Confirmed WB by Matt,,,,,,
BEF,C5,2,NP,Mid,B2,WB,,282,,11,,11.2,12,12.2,12.5,,98.5,113.1,116.9,122.7,,98.5,113.1,116.9,122.7,,0.147959184,0.033611111,0.049785004,,0.035098339,0.008298897,0.012220413,,,,,,,,Tagged in 2009,,,,,,,
BEF,C5,2,NP,Mid,B2,WB,,283,,10.1,,10.8,11.7,12.6,13.2,,91.6,107.5,124.7,136.8,,91.6,107.5,124.7,136.8,,0.173611111,0.159763314,0.097505669,,0.040833,0.037749043,0.023532631,,,,,,,,Tagged in 2009,"Identified as YB in 2009, WB in 2011.  Confirmed WB by Matt",,,,,,
BEF,C5,2,NP,Mid,B2,WB,,284,,10.2,,10.8,11.5,12.1,12.5,,91.6,103.9,115,122.7,,91.6,103.9,115,122.7,,0.13383059,0.107069943,0.067208524,,0.031898646,0.025755289,0.016394535,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,B2,WB,,514,,,,12.3,13.8,15.6,17.4,,118.8,149.6,191.1,237.8,,118.8,149.6,191.1,237.8,,0.258774539,0.277882798,0.24408284,,0.059221988,0.063219066,0.056117709,,,,,,,,,,,not found,found; 2019 est 15.6,,,
BEF,C5,2,NP,Mid,B2,WB,,843,,12.4,,12.7,13,13.9,15.2,,126.7,132.7,151.7,181.5,,126.7,132.7,151.7,181.5,,0.047802096,0.143254438,0.195797319,,0.011742085,0.034036155,0.045717543,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,B2,WB,,846,,12.5,,12.6,13.3,13.5,13.6,,124.7,138.9,143.1,145.3,,124.7,138.9,143.1,145.3,,0.114197531,0.030301317,0.014869684,,0.027402334,0.007490741,0.00369687,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,B2,WB,,847,,,,12.5,13.2,13.5,14.6,,122.7,136.8,143.1,167.4,,122.7,136.8,143.1,167.4,,0.115136,0.045971074,0.169602195,,0.027618606,0.011299794,0.039943018,,,missing,,,,,,,,,,,,
BEF,C5,2,NP,Mid,B2,WB,"849, 221",1478,,15.8,,16.5,18.8,21.5,23.2,,213.8,277.6,363.1,422.7,,213.8,277.6,363.1,422.7,,0.298218549,0.307859891,0.164391563,,0.067423974,0.069400309,0.03878283,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,B3,WB,,244,,11.2,,11.4,12.7,13.9,15.1,,102.1,126.7,151.7,179.1,,102.1,126.7,151.7,179.1,,0.241074177,0.197904396,0.180114901,,0.055478606,0.046177895,0.042272006,,,,,,,,Tagged in 2009,rusty nail,,,,,,
BEF,C5,2,NP,Mid,B3,RO,,276,,12.2,,13.9,18.2,21.9,25.4,,151.7,260.2,376.7,506.7,,151.7,260.2,376.7,506.7,,0.714404016,0.447922956,0.345176289,,0.144269425,0.096948815,0.076948166,,,,,,,,Tagged in 2009,,,,,,,
BEF,C5,2,NP,Mid,B3,WB,,279,,10.8,,11,12,13,13.6,,95,113.1,132.7,145.3,,95,113.1,132.7,145.3,,0.190082645,0.173611111,0.09443787,,0.044465936,0.040833,0.022816624,,,,,,,,Tagged in 2009,,,,,,,
BEF,C5,2,NP,Mid,B3,WB,,830,,13.7,,14.3,15.6,16.9,17.8,,160.6,191.1,224.3,248.8,,160.6,191.1,224.3,248.8,,0.190082645,0.173611111,0.109344911,,0.044465936,0.040833,0.026281851,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,B3,WB,,835,,13.9,,15.5,16.8,17.7,18.5,,188.7,221.7,246.1,268.8,,188.7,221.7,246.1,268.8,,0.174776275,0.110012755,0.092438316,,0.041091239,0.026436276,0.022349128,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,B3,WB,,836,,11.3,,11.2,11.3,11.2,11.4,,98.5,100.3,98.5,102.1,,98.5,100.3,98.5,102.1,,0.017936862,-0.0176208,0.036033163,,0.004454365,-0.004434612,0.008889064,,,,,,,,,,,Measured below knot; 11.5 on knot,,,,
BEF,C5,2,NP,Mid,B3,WB,,837,,13,,13.8,15.4,17.2,19,,149.6,186.3,232.4,283.5,,149.6,186.3,232.4,283.5,,0.245326612,0.247427897,0.220254191,,0.056381574,0.05682691,0.051023864,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,B3,WB,,838,,15.6,,16.2,18,19,19.9,,206.1,254.5,283.5,311,,206.1,254.5,283.5,311,,0.234567901,0.114197531,0.096980609,,0.054092553,0.027402334,0.023410192,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,C1,WB,,234,,12.6,,13.2,13.9,14.6,15,,136.8,151.7,167.4,176.7,,136.8,151.7,167.4,176.7,,0.108872819,0.103255525,0.05554513,,0.026172648,0.024870583,0.013606068,,,,,,,,Tagged in 2009,,,,,,,
BEF,C5,2,NP,Mid,C1,WB,,512,,,,10.3,10.3,10.5,10.55,,83.3,83.3,86.6,87.4,,83.3,83.3,86.6,87.4,,0,0.03921199,0.009546485,,0,0.00966206,0.002378125,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,C1,YB,,513,,,,11.6,12.4,13.1,14.1,,105.7,120.8,134.8,156.1,,105.7,120.8,134.8,156.1,,0.142687277,0.11609001,0.158498922,,0.033907886,0.02783832,0.037466085,,,,,,,,,fused to a BE near dowel height.  Measured @ 10cm above dowel,Measured above intersection,,, ,,
BEF,C5,2,NP,Mid,C1,RM,,861,,22.7,,24,27,29.9,33.2,,452.4,572.6,702.2,865.7,,452.4,572.6,702.2,865.7,,0.265625,0.226351166,0.232916858,,0.060660172,0.052334266,0.053739955,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,C1,WB,,862,,12.1,,12.4,14.3,14.9,16.6,,120.8,160.6,174.4,216.4,,120.8,160.6,174.4,216.4,,0.329929761,0.085676561,0.241205351,,0.073883516,0.02076346,0.055506494,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,C1,WB,,863,,15.8,,16.4,17.2,18.5,20,,211.2,232.4,268.8,314.2,,211.2,232.4,268.8,314.2,,0.099940512,0.156875338,0.168736304,,0.024099843,0.037102404,0.03975049,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,C2,BE,,227,,10.5,,11,11.5,12.2,12.55,,95,103.9,116.9,123.7,,95,103.9,116.9,123.7,,0.092975207,0.125444234,0.058200081,,0.022474716,0.029985226,0.014242833,,,,,,,,Tagged in 2009,,,,,,,
BEF,C5,2,NP,Mid,C2,WB,,232,,12,,12.5,14.4,15,16,,122.7,162.9,176.7,201.1,,122.7,162.9,176.7,201.1,,0.327104,0.085069444,0.137777778,,0.073312629,0.020620726,0.032795559,,,,,,,,Tagged in 2009,"Identified as PC in 2009, WB in 2011.  May be mountain paper birch",,,,,,
BEF,C5,2,NP,Mid,C2,WB,,233,,11.2,,11.5,12.6,14.1,15.25,,103.9,124.7,156.1,182.7,,103.9,124.7,156.1,182.7,,0.200453686,0.252267574,0.169772647,,0.046734051,0.057850471,0.039980905,,,,,,,,Tagged in 2009,rusty nail,,,,,,
BEF,C5,2,NP,Mid,C2,WB,,868,,11.9,,11.5,11.7,11.9,12.2,,103.9,107.5,111.2,116.9,,103.9,107.5,111.2,116.9,,0.035085066,0.03448024,0.051055716,,0.00865817,0.008510792,0.012526584,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,C2,YB,,869,,13.6,,14.2,17,18,19.6,,158.4,227,254.5,301.7,,158.4,227,254.5,301.7,,0.433247372,0.121107266,0.185679012,,0.094158626,0.028991511,0.043498389,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,C2,BE,,870,,12.7,,13.3,14.6,16.05,17.2,,138.9,167.4,202.3,232.4,,138.9,167.4,202.3,232.4,,0.205042682,0.20849362,0.148436059,,0.047732963,0.048482269,0.03520582,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,C2,WB,,871,,,,13,14.3,15.6,16.8,,132.7,160.6,191.1,221.7,,132.7,160.6,191.1,221.7,,0.21,0.190082645,0.159763314,,0.048808848,0.044465936,0.037749043,,,,,,,,,,Tree not found; assumed dead,found; est 2015 14.3,,,,
BEF,C5,2,NP,Mid,C2,BE,,1488,,,,10.5,12.4,14.5,15.9,,86.6,120.8,165.1,198.6,,86.6,120.8,165.1,198.6,,0.394648526,0.367390739,0.202425684,,0.08671633,0.081367116,0.047163657,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,C3,YB,,228,,12.7,,13,14.4,15,15.5,,132.7,162.9,176.7,188.7,,132.7,162.9,176.7,188.7,,0.226982249,0.085069444,0.067777778,,0.052469623,0.020620726,0.016530045,,,,,,,,Tagged in 2009,,,,,,,
BEF,C5,2,NP,Mid,C3,BE,,235,,11,,13.3,16.4,18.8,21.8,,138.9,211.2,277.6,373.3,,138.9,211.2,277.6,373.3,,0.520492962,0.314098751,0.344612947,,0.110442572,0.070673369,0.076835395,,,,,,,,Tagged in 2009,,,,,,,
BEF,C5,2,NP,Mid,C3,BE,,516,,,,11.6,13.2,15.1,16.5,,105.7,136.8,179.1,213.8,,105.7,136.8,179.1,213.8,,0.294887039,0.308597337,0.194026578,,0.066738503,0.069551024,0.045330202,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,C3,WB,,872,,13.4,,14,15.5,16.4,17.4,,153.9,188.7,211.2,237.8,,153.9,188.7,211.2,237.8,,0.225765306,0.11950052,0.125669244,,0.052208562,0.028622631,0.030036703,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,C3,WB,,873,,21.2,,22.3,24.7,26,27,,390.6,479.2,530.9,572.6,,390.6,479.2,530.9,572.6,,0.226829415,0.108033241,0.078402367,,0.052436848,0.025978352,0.019049331,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,C3,WB,,874,,15.6,,16,19,20.1,22.2,,201.1,283.5,317.3,387.1,,201.1,283.5,317.3,387.1,,0.41015625,0.119141274,0.219870795,,0.089724736,0.0285401,0.050941298,,,,,,,,,,,,,,,
BEF,C5,2,NP,Mid,C3,WB,,876,,14.2,,14.9,17.2,19.4,21.2,,174.4,232.4,295.6,353,,174.4,232.4,295.6,353,,0.332552588,0.272174148,0.194175789,,0.074412591,0.06202965,0.045362858,,,,,,,,,,,,,,,
BEF,C5,3,N,Mid,A1,BE,,1499,,,,11.3,13,14.9,17.8,,100.3,132.7,174.4,248.8,,100.3,132.7,174.4,248.8,,0.323517895,0.313668639,0.427142921,,0.072586816,0.070585749,0.092991707,,,,,,,,,Outside 5X5 m veg plot,,,,,2011,out
BEF,C5,3,N,Mid,A1,WB,,1500,,,,11,11.2,11.3,11.3,,95,98.5,100.3,100.3,,95,98.5,100.3,100.3,,0.036694215,0.017936862,0,,0.009049958,0.004454365,0,,,,,,,,,Outside 5X5 m veg plot,,,checked,,2011,out
BEF,C5,3,N,Mid,A3,WB,,1498,,,,10,10.8,11.2,11.8,,78.5,91.6,98.5,109.4,,78.5,91.6,98.5,109.4,,0.1664,0.075445816,0.110012755,,0.039230485,0.018350154,0.026436276,,,,,,,,,Outside 5X5 m veg plot,,,,,2011,out
BEF,C5,3,N,Mid,B2,WB,,1494,,,,10.1,10.3,10.5,10.5,,80.1,83.3,86.6,86.6,,80.1,83.3,86.6,86.6,,0.039996079,0.03921199,0,,0.009852455,0.00966206,0,,,,,,,,,Outside 5X5 m veg plot,,,checked,,2011,out
BEF,C5,3,N,Mid,B2,WB,,1495,,,,10.2,11.3,12.4,13.6,,81.7,100.3,120.8,145.3,,81.7,100.3,120.8,145.3,,0.227316417,0.20416634,0.202913632,,0.052541276,0.047542425,0.047269876,,,,,,,,,Outside 5X5 m veg plot,,,,,2011,out
BEF,C5,3,N,Mid,C1,SM,,1371,,,,11.2,12.8,13.6,14.6,,98.5,128.7,145.3,167.4,,98.5,128.7,145.3,167.4,,0.306122449,0.12890625,0.152465398,,0.069044968,0.030776406,0.036112644,,,,,,,,,Outside 5X5 m veg plot,,,,,2011,out
BEF,C5,3,N,Mid,C1,WB,,1372,,,,10.1,10.2,11.2,11.9,,80.1,81.7,98.5,111.2,,80.1,81.7,98.5,111.2,,0.01990001,0.205690119,0.12890625,,0.004938302,0.047873664,0.030776406,,,,,,,,,Inside 5X5 m veg plot,,,,,2011,in
BEF,C5,3,N,Mid,C1,YB,,1493,,,,10,10.5,10.6,10.7,,78.5,86.6,88.2,89.9,,78.5,86.6,88.2,89.9,,0.1025,0.019138322,0.018956924,,0.024695077,0.004750621,0.004705908,,,,,,,,,Outside 5X5 m veg plot,,,,,2011,out
BEF,C5,3,N,Mid,C3,WB,,1368,,,,11.5,12.3,13.2,14.4,,103.9,118.8,136.8,162.9,,103.9,118.8,136.8,162.9,,0.143969754,0.151695419,0.190082645,,0.034197862,0.035939541,0.044465936,,,,,,,,,Outside 5X5 m veg plot,,,,,2011,out
BEF,C5,3,N,Mid,B3,STM,,1077,,,,,10.1,10.55,10.6,,0,80.1,87.4,0,,0,80.1,87.4,88.2,,#DIV/0!,0.09109401,0.009501134,,,0.022034469,0.002366867,,23,,,,,dead,,,New addition 9/26/2015,,,,2015,out
BEF,C5,3,N,Mid,A1,SM,,2616,,,,,10.7,11.6,13.1,,0,89.9,105.7,134.8,,0,89.9,105.7,134.8,,#DIV/0!,0.175299153,0.275341855,,,0.041207064,0.062690145,,,,,,,,,,New addition; Outside 5X5 m veg plot,,measured just below branch,,2015,out
BEF,C5,3,N,Mid,A3,BE,,2620,,,,,11,13.1,15.4,,0,95,134.8,186.3,,0,95,134.8,186.3,,#DIV/0!,0.418264463,0.381970748,,,0.091287813,0.084238221,,,,,,,,,,New addition; Outside 5X5 m veg plot,,,,2015,out
BEF,C5,3,N,Mid,B1,RM,,2614,,,,,12,14.55,17.3,,0,113.1,166.3,235.1,,0,113.1,166.3,235.1,,#DIV/0!,0.47015625,0.413729172,,,0.101135777,0.090414342,,,,,,,,,,New addition; damaged @ DBH,,,,2015,out
BEF,C5,3,N,Mid,B1,WB,,2622,,,,,12.8,13.3,13.9,,0,128.7,138.9,151.7,,0,128.7,138.9,151.7,,#DIV/0!,0.079650879,0.092260727,,,0.019344152,0.022307577,,,,,,,,,,New addition,,,,2015,out
BEF,C5,3,N,Mid,B3,RM,,2610,,,,,10.4,10.7,11.3,,0,84.9,89.9,100.3,,0,84.9,89.9,100.3,,#DIV/0!,0.058524408,0.115293912,,,0.014320538,0.027654984,,,,,,,,,,New addition,,,,2015,out
BEF,C5,3,N,Mid,C2,WB,,2617,,,,,10.3,11,11.4,,0,83.3,95,102.1,,0,83.3,95,102.1,,#DIV/0!,0.14054105,0.074049587,,,0.033422065,0.018019468,,,,,,,,,,New addition,,,,2015,out
BEF,C5,3,N,Mid,C1,WB,,2695,,,,,,11,11,,0,0,95,0,,0,0,95,95,,#DIV/0!,#DIV/0!,0,,,,0,,23,,,,,dead,,,,New addition,,,2019,out
BEF,C5,3,N,Mid,A1,STM,,2681,,,,,,10.8,11.85,,0,0,91.6,110.3,,0,0,91.6,110.3,,#DIV/0!,#DIV/0!,0.203896605,,,,0.047483757,,,,,,,,,,,New addition,,,2019,out
BEF,C5,3,N,Mid,A1,YB,,2685,,,,,,10.7,11,,0,0,89.9,95,,0,0,89.9,95,,#DIV/0!,#DIV/0!,0.056860861,,,,0.013921784,,,,,,,,,,,New addition,,,2019,out
BEF,C5,3,N,Mid,A1,YB,,2689,,,,,,11.6,12.3,,0,0,105.7,118.8,,0,0,105.7,118.8,,#DIV/0!,#DIV/0!,0.124331153,,,,0.029730464,,,,,,,,,,,new add; inside,,,2019,in
BEF,C5,3,N,Mid,A1,BE,,2694,,,,,,10,10.7,,0,0,78.5,89.9,,0,0,78.5,89.9,,#DIV/0!,#DIV/0!,0.1449,,,,0.034408043,,,,,,,,,,,New addition,prev recorded in B2,,2019,out
BEF,C5,3,N,Mid,A1,SM,,2700,,,,,,10.5,11.5,,0,0,86.6,103.9,,0,0,86.6,103.9,,#DIV/0!,#DIV/0!,0.199546485,,,,0.046536237,,,,,,,,,,,New addition; Outside 5x5 m veg plot,,,2019,out
BEF,C5,3,N,Mid,A3,BE,,2688,,,,,,11.9,14,,0,0,111.2,153.9,,0,0,111.2,153.9,,#DIV/0!,#DIV/0!,0.384083045,,,,0.084652289,,,,,,,,,,,New addition,,,2019,out
BEF,C5,3,N,Mid,B1,YB,,2699,,,,,,9.8,9.9,,0,0,75.4,77,,0,0,75.4,77,,#DIV/0!,#DIV/0!,0.020512287,,,,0.005089091,,,,,,,,,,,New addition,prev recorded as C1,,2019,out
BEF,C5,3,N,Mid,B2,WB,,2677,,,,,,10.45,10.9,,0,0,85.8,93.3,,0,0,85.8,93.3,,#DIV/0!,#DIV/0!,0.087978755,,,,0.021304167,,,,,,,,,,,New addition,,,2019,out
BEF,C5,3,N,Mid,B2,WB,,2684,,,,,,9.8,9.9,,0,0,75.4,77,,0,0,75.4,77,,#DIV/0!,#DIV/0!,0.020512287,,,,0.005089091,,,,,,,,,,,New addition,,,2019,out
BEF,C5,3,N,Mid,B3,WB,,717,,,,,,9.9,10,,0,0,77,78.5,,0,0,77,78.5,,#DIV/0!,#DIV/0!,0.020304051,,,,0.005037815,,,,,,,,,,,New addition,,,2019,out
BEF,C5,3,N,Mid,B3,WB,,2678,,,,,,10.7,10.9,,0,0,89.9,93.3,,0,0,89.9,93.3,,#DIV/0!,#DIV/0!,0.037732553,,,,0.009302526,,,,,,,,,,,New addition,,,2019,out
BEF,C5,3,N,Mid,B3,BE,,2696,,,,,,10.1,10.7,,0,0,80.1,89.9,,0,0,80.1,89.9,,#DIV/0!,#DIV/0!,0.122340947,,,,0.029274473,,,,,,,,,,,New addition,,,2019,out
BEF,C5,3,N,Mid,C1,WB,,2693,,,,,,10.9,11.3,,0,0,93.3,100.3,,0,0,93.3,100.3,,#DIV/0!,#DIV/0!,0.074741183,,,,0.018183308,,,,,,,,,,,New addition,,,2019,out
BEF,C5,3,N,Mid,C2,WB,,2676,,,,,,10.6,11.8,,0,0,88.2,109.4,,0,0,88.2,109.4,,#DIV/0!,#DIV/0!,0.239231043,,,,0.055086512,,,,,,,,,,,New addition,,,2019,out
BEF,C5,3,N,Mid,C3,WB,,941,,,,,,10.1,10.4,,0,0,80.1,84.9,,0,0,80.1,84.9,,#DIV/0!,#DIV/0!,0.060288207,,,,0.01474281,,,,,,,,,,,new addition,,,2019,out
BEF,C5,3,N,Mid,A3,YB,,7188,,,,,,,10.6,,0,0,0,88.2,,0,0,0,88.2,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; inside 5x5,,2023,in
BEF,C5,3,N,Mid,B1,BE,,7830,,,,,,,10.7,,0,0,0,89.9,,0,0,0,89.9,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside,,2023,out
BEF,C5,3,N,Mid,B1,BE,,7193,,,,,,,11.1,,0,0,0,96.8,,0,0,0,96.8,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside,,2023,out
BEF,C5,3,N,Mid,A1,BE,,7831,,,,,,,13.7,,0,0,0,147.4,,0,0,0,147.4,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside,,2023,out
BEF,C5,3,N,Mid,A2,BE,,7827,,,,,,,10,,0,0,0,78.5,,0,0,0,78.5,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside,,2023,out
BEF,C5,3,N,Mid,A2,YB,,7837,,,,,,,10.5,,0,0,0,86.6,,0,0,0,86.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside,,2023,out
BEF,C5,3,N,Mid,B3,SM,,7184,,,,,,,10.4,,0,0,0,84.9,,0,0,0,84.9,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside,,2023,out
BEF,C5,3,N,Mid,B3,WB,,7198,,,,,,,10.5,,0,0,0,86.6,,0,0,0,86.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside,,2023,out
BEF,C5,3,N,Mid,C1,STM,,7183,,,,,,,11.2,,0,0,0,98.5,,0,0,0,98.5,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside,,2023,out
BEF,C5,3,N,Mid,C2,SM,,7187,,,,,,,10.8,,0,0,0,91.6,,0,0,0,91.6,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside,,2023,out
BEF,C5,3,N,Mid,C2,STM,,7185,,,,,,,10.2,,0,0,0,81.7,,0,0,0,81.7,,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,new add; outside,,2023,out
BEF,C5,3,N,Mid,A2,PC,,883,,,,10.7,,,,,0,0,0,0,,89.9,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,,,Fallen,"Fallen, tag removed",,,,
BEF,C5,3,N,Mid,A2,WB,,886,,,,11.4,,,,,0,0,0,0,,102.1,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,,,,,,,,
BEF,C5,3,N,Mid,B1,PC,,905,,,,11,,,,,0,0,0,0,,95,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,,,Dead snag,,,,,
BEF,C5,3,N,Mid,C1,PC,,937,,,,10,,,,,0,0,0,0,,78.5,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,,,Fallen,,,,,
BEF,C5,3,N,Mid,C3,RM,,914,,,,12.5,,,,,0,0,0,0,,122.7,0,0,0,,-1,#DIV/0!,#DIV/0!,,,,,,11,,dead,,,,,,Fallen,,,,,
BEF,C5,3,N,Mid,B1,PC,,900,,,,11.8,11.8,,,,109.4,0,0,0,,109.4,109.4,0,0,,0,-1,#DIV/0!,,0,,,,15,,,dead,,,,,Fallen,,,,,
BEF,C5,3,N,Mid,B1,PC,,901,,,,11,11,,,,95,0,0,0,,95,95,0,0,,0,-1,#DIV/0!,,0,,,,15,,,dead,,,,,Dead snag,Dead snag,,,,
BEF,C5,3,N,Mid,B1,WB,,903,,,,12.2,12.2,,,,116.9,0,0,0,,116.9,116.9,0,0,,0,-1,#DIV/0!,,0,,,,15,,,dead,,,,,Tree not found; assumed dead,,,,,
BEF,C5,3,N,Mid,C2,PC,,931,,,,12,12,,,,113.1,0,0,0,,113.1,113.1,0,0,,0,-1,#DIV/0!,,0,,,,15,,,dead,,,,,Fallen,,,,,
BEF,C5,3,N,Mid,A1,PC,,891,,,,12.4,13.2,13.2,,,120.8,136.8,0,0,,120.8,136.8,136.8,0,,0.133194589,0,-1,,0.031753909,0,,,19,,,,dead,,,"Identified as PC in 2004, WB in 2011.  Confirmed PC by Matt",,Dead snag,fallen tag removed,,,
BEF,C5,3,N,Mid,A3,WB,,879,,,,11.7,11.7,11.7,,,107.5,107.5,0,0,,107.5,107.5,107.5,0,,0,0,-1,,0,0,,,19,,,,dead,,,,,"Fallen, tag removed",,,,
BEF,C5,3,N,Mid,B1,PC,,899,,,,12.7,12.7,12.7,,,126.7,126.7,0,0,,126.7,126.7,126.7,0,,0,0,-1,,0,0,,,19,,,,dead,,,,,Standing,,,,
BEF,C5,3,N,Mid,B1,PC,,902,,,,11.8,11.9,11.9,,,109.4,111.2,0,0,,109.4,111.2,111.2,0,,0.017020971,0,-1,,0.004228349,0,,,19,,,,dead,,,,,,,,,
BEF,C5,3,N,Mid,A2,PC,,887,,,,14.4,15,15.1,15.1,,162.9,176.7,179.1,0,,162.9,176.7,179.1,179.1,,0.085069444,0.013377778,0,,0.020620726,0.003327796,0,,23,,,,,dead,,,,"fungus, dbh = 16.9",,,,
BEF,C5,3,N,Mid,A3,WB,,619,,,,10.4,10.7,10.7,10.7,,84.9,89.9,89.9,0,,84.9,89.9,89.9,89.9,,0.058524408,0,0,,0.014320538,0,0,,23,,,,,dead,,,,,,,,
BEF,C5,3,N,Mid,B3,WB,,916,,,,13.5,13.1,13.2,13.2,,143.1,134.8,136.8,0,,143.1,134.8,136.8,136.8,,-0.058381344,0.015325447,0,,-0.014926211,0.003809538,0,,23,,,,,dead,,,"Connected to tag# 915; DBH was verified in Sept, likely error in measurements in multiple years",,,,,
BEF,C5,3,N,Mid,C3,WB,,922,,,,13.7,14.6,15.2,15.2,,147.4,167.4,181.5,0,,147.4,167.4,181.5,181.5,,0.135702488,0.083880653,0,,0.032324286,0.020341066,0,,23,,,,,dead,,,,,not found,,,
BEF,C5,3,N,Mid,B2,WB,,615,,,,11,11.7,12.6,12.6,,95,107.5,124.7,0,,95,107.5,124.7,124.7,,0.131322314,0.159763314,0,,0.031327476,0.037749043,0,,23,,,,,dead,,,,,not found,,,
BEF,C5,3,N,Mid,C3,RM,,925,,,,14.1,15.4,16.4,17,,156.1,186.3,211.2,227,,156.1,186.3,211.2,227,,0.192897742,0.134086693,0.074509221,,0.04508305,0.03195691,0.018128364,, ,,,,,,,,,,,,,
BEF,C5,3,N,Mid,A1,WB,,890,,,,12.8,14,15,16.5,,128.7,153.9,176.7,213.8,,128.7,153.9,176.7,213.8,,0.196289063,0.147959184,0.21,,0.045825033,0.035098339,0.048808848,,,,,,,,,,,,,,,
BEF,C5,3,N,Mid,A1,WB,,892,,,,12.1,12.6,13.2,14.05,,115,124.7,136.8,155,,115,124.7,136.8,155,,0.084352162,0.097505669,0.132934458,,0.020452015,0.023532631,0.031694693,,,,,,,,,,,,,,,
BEF,C5,3,N,Mid,A1,WB,,893,,,,19,19.6,20.3,21,,283.5,301.7,323.7,346.4,,283.5,301.7,323.7,346.4,,0.064155125,0.072704082,0.070154578,,0.01566675,0.017700489,0.017095255,,,,,,,,,,,,,,,
BEF,C5,3,N,Mid,A1,WB,,894,,,,15.8,18.5,19.6,21.2,,196.1,268.8,301.7,353,,196.1,268.8,301.7,353,,0.370974203,0.122454346,0.169929196,,0.082074894,0.029300471,0.040015698,,,,,,,,,,,,,,,
BEF,C5,3,N,Mid,A1,WB,,895,,,,14.1,15,15.6,16.5,,156.1,176.7,191.1,213.8,,156.1,176.7,191.1,213.8,,0.131733816,0.0816,0.118713018,,0.031421246,0.019803903,0.028441689,,,,,,,,,,,,,,,
BEF,C5,3,N,Mid,A1,WB,,896,,,,15.9,17,18.1,18.25,,198.6,227,257.3,261.6,,198.6,227,257.3,261.6,,0.143150983,0.133598616,0.016643265,,0.034012761,0.031845862,0.004135097,,,,,,,,,,,,,,,
BEF,C5,3,N,Mid,A2,WB,,617,,,,14.1,14.7,15.3,15.8,,156.1,169.7,183.9,196.1,,156.1,169.7,183.9,196.1,,0.086917157,0.083298626,0.066427442,,0.02105494,0.020204061,0.016208511,,,,,,,,,,,,,,,
